Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Season
MTL,Duka,Dilaver,M,"$165,000","$190,000.00",2014
PHI,Casey,Conor,F,"$192,500","$192,500.00",2014
MTL,Martins,Felipe,M,"$160,000","$192,500.00",2014
LA,Sarvas,Marcelo,M,"$192,500","$192,500.00",2014
NE,Nguyen,Lee,M/F,"$175,000","$193,750.00",2014
HOU,Taylor,Jermaine,D,"$185,000","$194,500.00",2014
HOU,Sarkodie,Kofi,D,"$150,000","$195,500.00",2014
LA,Zardes,Gyasi,F,"$125,000","$198,000.00",2014
PHI,Maidana,Cristian,F,"$185,000","$198,750.00",2014
CHV,Chavez,Marvin,M,"$200,000","$200,000.00",2014
NYRB,Miller,Roy,M,"$200,000","$200,000.00",2014
POR,Urruti,Maximiliano,F,"$200,000","$200,000.04",2014
VAN,Waston,Kendall,D,"$199,992","$201,242.00",2014
TOR,Goncalves,Jackson,D,"$150,000","$202,500.00",2014
MTL,Bernier,Patrice,F-M,"$165,000","$205,000.00",2014
CHI,Earnshaw,Robert,F,"$204,000","$206,250.00",2014
LA,Gordon,Alan,F,"$185,000","$206,666.67",2014
DC,Franklin,Sean,D,"$178,333","$209,999.99",2014
CHV,Hurtado,Jhon Kennedy,D,"$210,000","$210,000.00",2014
VAN,Koffie,Gershon,M,"$200,000","$211,000.00",2014
DC,Arnaud,Davy,M,"$212,500","$212,500.00",2014
LA,Ishizaki,Stefan,M,"$200,000","$213,000.00",2014
SJ,Hernandez,Jason,D,"$210,000","$213,333.33",2014
CHV,Kennedy,Dan,GK,"$211,750","$213,416.67",2014
HOU,Hall,Tally,GK,"$200,000","$213,500.00",2014
RSL,Jaime,Sebastian,F,"$216,000","$216,000.00",2014
SJ,Perez,Matias,M,"$216,000","$216,000.00",2014
NYRB,Sekagya,Ibrahim,D,"$190,000","$219,000.00",2014
KC,Nagamura,Paulo,M,"$220,000","$220,000.00",2014
KC,Bieler,Claudio,F,"$225,000","$225,000.00",2014
DC,Rolfe,Chris,F,"$210,000","$225,000.00",2014
MTL,Camara,Hassoun,D/M,"$215,000","$226,625.00",2014
PHI,Okugo,Amobi,M,"$145,000","$228,000.00",2014
DC,Kitchen,Perry,D,"$143,500","$228,950.00",2014
VAN,Mattocks,Darren,F,"$140,000","$232,000.00",2014
NE,Bunbury,Teal,F,"$135,000","$233,000.00",2014
DC,Parke,Jeff,D,"$215,000","$235,500.00",2014
RSL,Rimando,Nick,GK,"$225,000","$235,833.33",2014
RSL,Borchers,Nat,D,"$225,000","$236,968.75",2014
PHI,Mbolhi,Rais,GK,"$240,000","$240,000.00",2014
SJ,Pierazzi,Jean Baptiste,M,"$240,000","$240,000.00",2014
HOU,Barnes,Giles,M,"$230,000","$241,158.33",2014
PHI,Wenger,Andrew,D/F,"$140,000","$242,000.00",2014
NYRB,McCarty,Dax,M,"$200,000","$242,500.00",2014
POR,Kah,Pa Modou,D,"$240,000","$245,000.00",2014
RSL,Findley,Robbie,F,"$215,000","$245,500.00",2014
COL,Moor,Drew,D,"$235,000","$247,000.00",2014
DAL,Fernandez,Raul,GK,"$160,000","$247,500.00",2014
CHI,Larentowicz,Jeff,D,"$245,000","$251,000.00",2014
TOR,Oduro,Dominic,F,"$250,000","$251,666.67",2014
CHI,Johnson,Sean,GK,"$250,000","$253,000.00",2014
SJ,Lenhart,Steven,F,"$250,000","$257,500.00",2014
HOU,Boniek Garcia,Oscar,F,"$199,992","$258,742.00",2014
POR,Nagbe,Darlington,M/F,"$250,000","$260,000.00",2014
POR,Ricketts,Donovan,GK,"$260,000","$260,000.00",2014
COL,Martin,Jose,M,"$230,000","$261,000.00",2014
COL,Torres,Gabriel,F,"$250,000","$262,500.00",2014
PHI,Le Toux,Sebastian,M,"$250,000","$262,812.50",2014
HOU,Cummings,Omar,F,"$250,000","$264,000.00",2014
SEA,Cooper,Kenny,F,"$200,000","$265,625.00",2014
VAN,Ousted,David,GK,"$250,000","$266,156.25",2014
MTL,Perkins,Troy,GK,"$250,000","$271,833.33",2014
VAN,O'Brien,Andy,D,"$250,000","$280,000.00",2014
KC,Collin,Aurelien,D,"$275,000","$281,250.00",2014
CHI,Nyarko,Patrick,F,"$265,000","$284,500.00",2014
COL,Wynne,Marvell,D,"$200,000","$285,000.00",2014
SEA,Marshall,Chad,D,"$270,000","$286,666.67",2014
COL,Sanchez,Vincente,F,"$210,000","$286,666.67",2014
NYRB,Olave,Jamison,D,"$280,000","$290,000.00",2014
MTL,Rodriguez,Adrian Lopez,D,"$240,000","$291,250.00",2014
SEA,Evans,Brad,F,"$267,665","$293,666.25",2014
NE,Joseph,Shalrie,M,"$248,500","$294,000.00",2014
MTL,McInerney,Jack,F,"$230,000","$294,166.67",2014
PHI,Valdes,Carlos,D,"$295,000","$294,999.96",2014
SJ,Djalo,Yannick,M,"$200,000","$300,000.00",2014
VAN,Laba,Matias,M,"$300,000","$300,000.00",2014
RSL,Morales,Javier,M,"$300,000","$300,000.00",2014
CLB,Parkhurst,Michael,D,"$275,000","$300,000.00",2014
RSL,Gil,Luis,M,"$220,000","$315,083.33",2014
HOU,Clark,Ricardo,M,"$288,000","$321,750.00",2014
COL,Buddle,Edson,F,"$325,000","$325,000.00",2014
POR,Johnson,Will,F,"$300,000","$325,000.00",2014
LA,Juninho,,M,"$325,000","$325,000.00",2014
DAL,John,George,D,"$300,000","$326,666.67",2014
NE,Castillion,Geoffrey,F,"$276,000","$329,033.33",2014
PHI,Nogueira,Vincent,M,"$330,000","$330,000.00",2014
CHV,Bocanegra,Carlos,D,"$300,000","$333,333.33",2014
KC,Feilhaber,Benny,M,"$325,000","$337,187.50",2014
DAL,Texeira,David,F,"$338,000","$338,000.00",2014
SJ,Goodson,Clarence,D,"$315,000","$342,000.00",2014
MTL,Ferrari,Matteo,D,"$300,000","$355,475.00",2014
DAL,Perez,Blas,F,"$335,000","$359,250.00",2014
TOR,Caldwell,Steven,D,"$325,000","$364,166.67",2014
CHI,Soumare,Bakary,D,"$330,000","$370,000.00",2014
CLB,Pogatetz,Emanuel,D,"$360,000","$372,500.00",2014
NYRB,Wright-Phillips,Bradley,F,"$330,000","$372,500.00",2014
NYRB,Eckersley,Richard,D,"$255,000","$373,333.33",2014
RSL,Beckerman,Kyle,M,"$350,000","$378,750.00",2014
DC,Pontius,Chris,M-F,"$350,000","$381,000.00",2014
MTL,Piatti,Ignacio,M,"$387,500","$387,500.00",2014
HOU,Davis,Brad,M,"$345,000","$392,062.50",2014
SEA,Alonso,Osvaldo,M,"$400,000","$400,000.00",2014
DAL,Diaz,Mauro,M,"$325,000","$411,000.00",2014
CHI,Magee,Mike,F,"$350,000","$417,500.00",2014
CHV,Reo-Coker,Nigel,D-M,"$400,000","$446,500.00",2014
VAN,Rosales,Mauro,M,"$450,000","$450,000.00",2014
RSL,Saborio,Alvaro,F,"$360,000","$453,333.33",2014
NE,Goncalves,Jose,D,"$450,000","$479,375.00",2014
POR,Valeri,Diego,M,"$500,000","$500,000.00",2014
POR,Adi,Fanendo,F,"$580,800","$593,300.00",2014
DC,Johnson,Eddie,F,"$505,000","$613,333.33",2014
KC,Zusi,Graham,F-M,"$600,000","$631,388.89",2014
KC,Besler,Matt,D,"$600,000","$633,250.00",2014
DAL,Escobar,Andres,F,"$625,000","$647,000.00",2014
PHI,Edu,Maurice,M,"$650,000","$650,000.00",2014
SJ,Wondolowski,Chris,M,"$600,000","$650,000.00",2014
CLB,Higuain,Federico,M-F,"$580,000","$744,000.00",2014
HOU,Beasley,DaMarcus,D,"$750,000","$779,166.67",2014
POR,Ridgewell,Liam,D,"$1,200,000","$1,200,000.00",2014
TOR,Junior,Gilberto,F,"$1,145,000","$1,205,000.00",2014
LA,Gonzalez,Omar,D,"$1,000,000","$1,250,000.00",2014
VAN,Morales,Pedro,M,"$1,190,000","$1,410,900.00",2014
SEA,Martins,Obafemi,F,"$1,620,000","$1,753,333.33",2014
MTL,Di Vaio,Marco,F,"$1,500,000","$2,600,000.00",2014
NE,Jones,Jermaine,M,"$3,000,000","$3,252,500.00",2014
NYRB,Cahill,Tim,M,"$3,500,000","$3,625,000.00",2014
NYRB,Henry,Thierry,F,"$3,750,000","$4,350,000.00",2014
LA,Keane,Robbie,F,"$4,500,000","$4,500,000.00",2014
LA,Donovan,Landon,F,"$4,250,000","$4,583,333.33",2014
TOR,Defoe,Jermain,F,"$6,000,000","$6,180,000.00",2014
TOR,Bradley,Michael,M,"$6,000,000","$6,500,000.00",2014
SEA,Dempsey,Clint,F,"$4,913,004","$6,695,188.75",2014
ORL,Kaka,,M,"$6,660,000","$7,167,500.00",2014
