Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Season
RSL,Movsisyan,Yura,F,"$1,750,000.00","$1,973,750.00",2017
RSL,Mulholland,Luke,M,"$172,500.00","$172,500.00",2017
DC,Mullins,Patrick,F,"$114,125.00","$144,125.00",2017
NYRB,Murillo,Michael,D,"$65,004.00","$73,754.00",2017
KC,Mustivar,Soni,M,"$200,000.00","$200,000.00",2017
NYRB,Muyl,Alex,F,"$65,625.00","$69,625.00",2017
POR,Myers,Chance,D,"$125,004.00","$125,004.00",2017
CLB,Naess,Nicolai,D,"$235,000.00","$242,500.00",2017
POR,Nagbe,Darlington,M-F,"$550,000.00","$565,000.00",2017
PHI,Najem,Adam,M,"$65,000.04","$65,000.04",2017
NYRB,N'dam,Hassan,D,"$53,004.00","$53,004.00",2017
DC,Neagle,Lamar,M-F,"$200,000.00","$202,833.33",2017
VAN,Nerwinski,Jake,D,"$65,004.00","$65,004.00",2017
NE,Nguyen,Lee,M,"$500,000.00","$500,000.00",2017
CHI,Nikolic,Nemanja,F,"$1,700,000.04","$1,906,333.37",2017
ORL,Nocerino,Antonio,M,"$800,000.00","$850,000.00",2017
DC,Nyarko,Patrick,F-M,"$235,000.00","$250,750.00",2017
CLB,Obinwa,Abuchi,M,"$65,004.00","$65,004.00",2017
ATL,Oblitey Otoo,Jeffrey,M-F,"$53,000.00","$53,000.00",2017
DC,Odoi-Atsem,Chris,D,"$65,000.04","$72,500.04",2017
MTL,Oduro,Dominic,F,"$330,000.00","$330,000.00",2017
NYCFC,Okoli,Sean,F,"$52,999.92","$52,999.92",2017
POR,Okugo,Amobi,D-M,"$65,004.00","$187,941.50",2017
POR,Olum,Lawrence,M,"$142,500.00","$157,500.00",2017
PHI,Onyewu,Oguchi,D,"$65,004.00","$65,004.00",2017
KC,Opara,Ike,D,"$150,000.00","$150,000.00",2017
DC,Opare,Kofi,D,"$105,000.00","$120,000.00",2017
DC,Ortiz,Jose Guillermo,F,"$129,996.00","$137,621.00",2017
TOR,Osorio,Jonathan,M,"$191,762.50","$200,237.13",2017
VAN,Ousted,David,GK,"$360,000.00","$378,933.33",2017
TOR,Pais,Mark,GK,"$65,004.00","$65,004.00",2017
KC,Palmer-Brown,Erik,D,"$75,000.00","$75,500.00",2017
VAN,Parker,Tim,D,"$80,850.00","$99,600.00",2017
ATL,Parkhurst,Michael,D,"$325,008.00","$325,008.00",2017
KC,Pasher,Tyler,D-M,"$53,000.00","$53,000.00",2017
LA,Pedro,Joao,M,"$120,000.00","$141,000.00",2017
SJ,Pelosi,Marc,M,"$65,004.00","$75,004.00",2017
ORL,Perez,Matias,F,"$260,004.00","$260,004.00",2017
COL,Perez,Ricardo,M,"$53,004.00","$54,254.00",2017
NYRB,Perrinelle,Damien,D,"$175,008.00","$175,008.00",2017
ATL,Peterson,Jacob,F,"$165,300.00","$165,300.00",2017
RSL,Phillips,Demar,D,"$155,004.00","$162,837.33",2017
MTL,Piatti,Ignacio,M,"$450,000.00","$450,000.00",2017
PHI,Picault,Fabrice,F,"$114,999.96","$128,666.63",2017
NYCFC,Pirlo,Andrea,M,"$5,600,000.00","$5,915,690.00",2017
RSL,Plata,Joao,F,"$350,000.04","$400,000.04",2017
CHI,Polster,Matt,M,"$99,900.00","$114,900.00",2017
DAL,Pomykal,Paxton,M,"$70,000.00","$75,000.00",2017
PHI,Pontius,Chris,M-F,"$400,000.00","$431,000.00",2017
KC,Porter,Cameron,F,"$65,000.00","$117,500.00",2017
POR,Powell,Alvas,D,"$115,000.00","$123,700.00",2017
COL,Powers,Dillon,M,"$295,000.00","$325,000.00",2017
HOU,Quioto,Romell,F,"$200,004.00","$212,504.00",2017
CLB,Raitala,Jukka,D,"$125,004.00","$161,670.67",2017
,David,Mateos Ramajo,D,"$420,000.00","$453,333.33",2017
MNUFC,Ramirez,Christian,M,"$350,004.00","$392,504.40",2017
COL,Ramirez,Juan Edgardo,M,"$100,000.00","$100,000.00",2017
ORL,Ramos,Rafael,D,"$100,800.00","$100,800.00",2017
NYCFC,Rawls,Andre,GK,"$65,633.40","$65,633.40",2017
ORL,Redding,Tommy,D,"$110,000.00","$117,500.00",2017
DAL,Reid,Adonijah,F,"$70,000.08","$87,500.08",2017
SEA,Remick,Dylan,D,"$66,150.00","$66,150.00",2017
VAN,Reyna,Yordy,M-F,"$440,000.04","$533,700.04",2017
ATL,Reynish,Kyle,GK,"$65,004.00","$65,004.00",2017
DAL,Reynolds,Bryan,F,"$53,000.00","$55,000.00",2017
VAN,Richey,Spencer,GK,"$65,004.00","$65,004.00",2017
TOR,Ricketts,Tosaint,F,"$180,000.00","$193,166.67",2017
POR,Ridgewell,Liam,D,"$615,000.00","$615,000.00",2017
RSL,Rimando,Nick,GK,"$450,000.00","$470,000.00",2017
NYCFC,Ring,Alexander,M,"$340,000.08","$376,666.75",2017
ORL,Rivas,Carlos,M,"$375,000.00","$375,000.00",2017
DC,Robinson,Jalen,D,"$69,996.00","$69,996.00",2017
ATL,Robinson,Miles,D,"$125,000.04","$195,000.04",2017
NYRB,Robles,Luis,GK,"$290,000.00","$292,500.00",2017
ORL,Rocha,Tony,M,"$65,620.80","$65,620.80",2017
ATL,Rochez,Bryan,F,"$200,000.00","$279,500.00",2017
CHI,Rodrigo Bava,Jorge,GK,"$240,000.00","$267,133.34",2017
HOU,Rodriguez,Memo,M,"$53,004.00","$53,004.00",2017
LA,Rogers,Robbie,M,"$225,000.00","$233,500.00",2017
SEA,Roldan,Cristian,M,"$115,000.00","$137,000.00",2017
DC,Rolfe,Chris,F,"$275,000.00","$290,000.00",2017
MTL,Romero,Andres,M,"$120,000.00","$120,000.00",2017
LA,Romney,David,D,"$66,150.00","$66,150.00",2017
VAN,Rosales,Mauro,M,"$65,004.00","$65,004.00",2017
PHI,Rosenberry,Keegan,D,"$104,500.00","$110,312.50",2017
LA,Rowe,Brian,GK,"$120,000.00","$120,000.00",2017
NE,Rowe,Kelyn,M,"$165,000.00","$230,000.00",2017
NYRB,Royer,Daniel,M,"$450,000.00","$450,000.00",2017
KC,Rubio Kostner,Diego,F,"$202,000.00","$218,875.00",2017
RSL,Rusnak,Albert,M,"$825,000.00","$882,812.50",2017
KC,Saad,Soony,F,"$65,004.00","$65,004.00",2017
COL,Saeid,Mohammed,M,"$160,000.00","$170,000.00",2017
MTL,Salazar,Michael,F,"$54,075.00","$54,075.00",2017
SJ,Salinas,Shea,M,"$185,000.00","$185,000.00",2017
KC,Salloi,Daniel,F,"$53,000.00","$53,000.00",2017
DC,Sam,Lloyd,M-F,"$240,000.00","$250,000.00",2017
KC,Sanchez,Ilie,M,"$300,000.00","$305,000.00",2017
HOU,Sanchez,Vicente,F,"$65,004.00","$65,004.00",2017
ORL,Sane,Moussa,F,"$53,004.00","$53,004.00",2017
PHI,Sapong,CJ,F,"$300,000.00","$300,000.00",2017
CLB,Saravia,Rodrigo,M,"$65,625.00","$65,625.00",2017
SJ,Sarkodie,Kofi,D,"$135,000.00","$140,000.00",2017
DC,Sarvas,Marcelo,M,"$360,000.00","$425,000.00",2017
RSL,Saucedo,Sebastian,M,"$90,000.00","$100,500.00",2017
ORL,Saunders,Josh,GK,"$150,000.00","$150,000.00",2017
CLB,Sauro,Gaston,D,"$585,000.00","$601,312.50",2017
RSL,Schmidt,Justin,D,"$53,004.00","$53,004.00",2017
RSL,Schuler,Chris,D,"$127,500.00","$132,500.00",2017
MNUFC,Schuller,Rasmus,M,"$200,004.00","$225,004.00",2017
CHI,Schweinsteiger,Bastian,M,"$5,400,000.00","$5,400,000.00",2017
VAN,Seiler,Cole,D,"$54,075.00","$54,075.00",2017
DAL,Seitz,Chris,GK,"$153,000.00","$153,000.00",2017
COL,Serna,Dillon,M,"$72,600.00","$85,600.00",2017
VAN,Shea,Brek,M-D,"$625,000.00","$670,000.00",2017
NYCFC,Shelton,Khiry,F,"$92,950.00","$110,450.00",2017
SEA,Shipp,Harrison,M,"$144,999.96","$144,999.96",2017
MTL,Shome,Shamit,M,"$100,000.08","$128,500.08",2017
MNUFC,Shuttleworth,Bobby,GK,"$155,000.00","$171,875.00",2017
RSL,Silva,Luis,M-F,"$200,004.00","$208,670.67",2017
SJ,Silva,Matheus,M,"$65,000.00","$65,000.00",2017
PHI,Simpson,Jay,F,"$465,000.00","$508,333.33",2017
KC,Sinovic,Seth,D,"$125,000.00","$132,666.67",2017
COL,Sjoberg,Axel,D,"$108,350.00","$123,350.00",2017
NE,Smith,Donnie,M,"$66,150.00","$66,150.00",2017
NE,Smith,Joshua,D,"$53,004.00","$53,004.00",2017
LA,Smith,Nathan,D,"$53,004.00","$53,004.00",2017
CHI,Solignac,Luis,F,"$274,999.92","$328,312.42",2017
ORL,Spector,Jonathan,D,"$549,996.00","$611,933.50",2017
ORL,Stajduhar,Mason,GK,"$53,000.00","$53,000.00",2017
CLB,Steffen,Zack,GK,"$105,000.00","$105,000.00",2017
LA,Steres,Daniel,D,"$105,000.00","$112,062.60",2017
NYCFC,Stertzer,John,M,"$65,000.00","$65,000.00",2017
KC,Storm,Colton,D,"$53,004.00","$53,004.00",2017
CLB,Stuver,Brad,GK,"$80,004.00","$80,004.00",2017
RSL,Sunday,Stephen,M,"$240,000.00","$253,000.00",2017
ORL,Sutter,Scott,D,"$240,000.00","$240,000.00",2017
SEA,Svensson,Gustav,M,"$170,000.04","$170,000.04",2017
CLB,Swanson,Ben,M,"$85,000.00","$105,416.67",2017
NYCFC,Sweat,Ben,D,"$65,004.00","$65,004.00",2017
MTL,Tabla,Ballou Jean-Yves,M,"$70,000.00","$78,999.80",2017
ATL,Tambakis,Alexander,GK,"$65,004.00","$65,004.00",2017
SJ,Tarbell,Andrew,GK,"$80,000.00","$94,000.00",2017
MNUFC,Taylor,Jermaine,D,"$125,004.00","$135,004.00",2017
VAN,Tchani,Tony,M,"$275,000.00","$308,333.33",2017
VAN,Techera,Cristian,M,"$352,000.00","$377,000.00",2017
VAN,Teibert,Russell,M,"$126,500.00","$194,000.00",2017
MNUFC,Thiesson,Jerome,D,"$171,000.00","$210,166.67",2017
SJ,Thompson,Tommy,M,"$150,000.00","$155,000.00",2017
NE,Tierney,Chris,D-M,"$140,000.00","$148,333.33",2017
DC,Tissot,Maxim,D,"$65,000.00","$65,000.00",2017
ORL,Toia,Donny,D,"$70,875.00","$70,875.00",2017
SEA,Tolo,Nouhou,D,"$52,999.92","$52,999.92",2017
VAN,Tornaghi,Paolo,GK,"$80,000.00","$80,000.00",2017
HOU,Torres,Erick,F,"$650,000.00","$665,000.00",2017
SEA,Torres,Roman,D,"$433,000.00","$508,812.50",2017
CLB,Trapp,Wil,M,"$300,000.00","$350,000.00",2017
PHI,Tribbett,Ken,D,"$65,000.00","$65,000.00",2017
PHI,Trusty,Auston,D,"$75,000.00","$104,100.00",2017
NE,Turner,Matt,GK,"$54,075.00","$54,075.00",2017
DAL,Ulloa,Victor,M,"$150,000.00","$152,500.00",2017
SJ,Urena,Marco,F,"$275,004.00","$289,420.67",2017
DAL,Urruti,Maximiliano,F,"$300,000.00","$300,000.00",2017
POR,Valentin,Zarek,D,"$110,000.00","$110,000.00",2017
POR,Valeri,Diego,M,"$2,227,500.00","$2,607,500.00",2017
LA,Van Damme,Jelle,D,"$600,000.00","$662,500.00",2017
RSL,Van Oekel,Matt,GK,"$96,000.00","$96,000.00",2017
ATL,Vazquez,Brandon,F,"$100,008.00","$120,008.00",2017
TOR,Vazquez,Victor,M,"$630,000.00","$700,000.00",2017
RSL,Velazco,Ricardo,F,"$65,633.40","$65,633.40",2017
MNUFC,Venegas,Johan,M,"$215,000.00","$227,500.00",2017
MNUFC,Venegas,Kevin,D,"$85,000.00","$88,333.33",2017
NYRB,Veron,Gonzalo,M-F,"$500,000.00","$500,000.00",2017
NYCFC,Villa,David,F,"$5,610,000.00","$5,610,000.00",2017
ATL,Villalba,Hector,F,"$663,000.00","$770,750.00",2017
LA,Villarreal,Jaime,M,"$53,004.00","$53,004.00",2017
LA,Villarreal,Jose,F,"$105,000.00","$105,000.00",2017
CHI,Vincent,Brandon,D,"$96,250.00","$118,125.00",2017
DC,Vincent,Rob,M-F,"$65,633.40","$65,633.40",2017
ATL,Walkes,Anton,D,"$53,004.00","$53,004.00",2017
NYCFC,Wallace,Rodney,M,"$220,000.08","$220,000.08",2017
MNUFC,Warner,Collen,M,"$230,004.00","$230,004.00",2017
VAN,Waston,Kendall,D,"$350,000.00","$368,125.00",2017
NE,Watson,Je-Vaughn,D-M,"$150,000.00","$155,666.67",2017
COL,Watts,Jared,D-M,"$75,000.00","$75,000.00",2017
HOU,Wenger,Andrew,M,"$210,000.00","$210,000.00",2017
ATL,Wheeler-Omiunu,Andrew,M,"$53,004.00","$53,004.00",2017
NYCFC,White,Ethan,D,"$65,000.00","$65,000.00",2017
PHI,Wijnaldum,Giliano,D,"$65,004.00","$78,337.33",2017
CLB,Williams,Josh,D,"$110,004.00","$110,004.00",2017
COL,Williams,Mekeil,D,"$110,000.00","$115,000.00",2017
ATL,Williams,Romario,F,"$65,000.00","$65,000.00",2017
VAN,Williams,Sheanon,D,"$175,000.00","$184,000.00",2017
HOU,Willis,Joe,GK,"$106,312.50","$106,312.50",2017
RSL,Wingert,Chris,D,"$134,004.00","$145,394.00",2017
SEA,Wingo,Henry,D-M,"$53,004.00","$53,004.00",2017
SJ,Wondolowski,Chris,F,"$800,000.00","$800,000.00",2017
NE,Woodberry,London,D,"$69,300.00","$69,300.00",2017
DC,Worra,Travis,GK,"$65,625.00","$65,625.00",2017
NE,Wright,Brian,F,"$65,625.00","$84,375.00",2017
NYRB,Wright-Phillips,Bradley,F,"$1,500,000.00","$1,635,000.00",2017
SJ,Wynne,Marvell,D,"$245,808.00","$257,058.00",2017
PHI,Yaro,Joshua,D,"$130,000.00","$194,000.00",2017
SJ,Yueill,Jackson,M,"$124,992.00","$175,992.00",2017
LA,Zardes,Gyasi,F,"$577,500.00","$577,500.00",2017
TOR,Zavaleta,Eriq,D,"$102,850.00","$133,450.00",2017
POR,Zemanski,Ben,M,"$105,000.00","$109,000.00",2017
KC,Zendejas,Adrian,GK,"$53,000.00","$53,000.00",2017
DAL,Zimmerman,Walker,D,"$205,000.00","$205,000.00",2017
NYRB,Zizzo,Sal,M,"$110,000.00","$110,000.00",2017
KC,Zusi,Graham,M,"$725,000.00","$757,102.27",2017
